Student_ID,Age,Math_Score,Science_Score,English_Score,Hours_Studied,Pass_Fail
1698,22,85,44,71,6.1,1
1699,21,59,85,47,5.6,1
1700,19,41,73,93,2.6,1
1701,19,91,96,72,4.6,1
1702,19,60,36,81,1.7,1
1703,18,53,83,89,5.4,1
1704,19,47,80,95,7.4,1
1705,19,50,100,78,7.6,1
1706,23,86,66,39,7.8,1
1707,18,97,73,57,1.9,1
1708,23,46,94,83,6.2,1
1709,21,91,82,36,5.1,1
1710,18,50,97,100,0.9,1
1711,20,96,70,47,0.2,1
1712,19,90,73,51,3.1,1
1713,18,58,86,37,2.6,1
1714,23,97,43,50,4.4,1
1715,20,50,58,58,7.7,1
1716,17,75,50,40,4.4,1
1717,19,55,46,67,4.6,1
1718,17,50,99,73,0.7,1
1719,22,56,89,35,7.7,1
1720,20,72,91,52,2.4,1
1721,24,80,100,61,5.6,1
1722,18,40,65,39,5.3,0
1723,20,62,52,62,1.1,1
1724,22,89,44,67,2.2,1
1725,21,55,86,93,3.1,1
1726,18,89,53,61,7.6,1
1727,18,69,59,82,5.0,1
1728,25,88,54,75,4.8,1
1729,23,66,44,69,3.0,1
1730,18,87,43,77,4.3,1
1731,18,77,69,53,2.9,1
1732,20,47,83,63,2.2,1
1733,23,50,57,74,7.6,1
1734,24,79,71,69,0.8,1
1735,18,56,75,84,7.2,1
1736,19,86,96,51,2.8,1
1737,21,100,54,51,0.1,1
1738,19,69,41,82,3.0,1
1739,20,88,93,58,5.4,1
1740,24,94,99,71,7.9,1
1741,21,64,74,46,7.6,1
1742,21,75,46,45,3.3,1
1743,18,46,56,42,5.8,0
1744,18,98,36,89,5.9,1
1745,25,52,96,98,7.5,1
1746,25,50,86,36,5.5,1
1747,20,35,89,79,7.3,1
1748,20,40,92,56,8.0,1
1749,25,57,44,81,7.2,1
1750,19,41,89,98,4.1,1
1751,23,49,78,66,1.4,1
1752,25,50,72,73,6.8,1
1753,24,62,35,85,2.3,1
1754,20,100,39,94,7.4,1
1755,24,35,93,77,0.5,1
1756,21,35,79,58,2.8,1
1757,23,47,90,97,2.8,1
1758,20,100,54,87,0.7,1
1759,18,35,54,67,7.3,1
1760,20,82,73,81,3.8,1
1761,23,69,48,91,7.1,1
1762,24,80,90,35,1.3,1
1763,22,60,49,59,7.1,1
1764,21,85,88,77,0.3,1
1765,17,60,96,69,1.3,1
1766,18,98,51,76,3.4,1
1767,23,84,51,49,4.0,1
1768,18,51,54,79,6.3,1
1769,25,65,41,78,0.1,1
1770,23,36,90,96,7.8,1
1771,21,45,89,66,2.3,1
1772,19,58,66,70,5.8,1
1773,18,66,89,60,6.9,1
1774,24,48,99,58,5.7,1
1775,20,54,64,50,7.9,1
1776,19,70,59,53,3.2,1
1777,23,60,46,41,0.1,0
1778,23,74,64,63,3.3,1
1779,22,42,100,89,3.4,1
1780,17,69,81,70,2.4,1
1781,22,66,75,41,5.7,1
1782,19,41,76,62,0.3,1
1783,21,47,90,58,3.8,1
1784,21,81,77,73,7.6,1
1785,18,36,51,77,0.8,1
1786,22,81,82,65,5.9,1
1787,21,84,46,48,1.7,1
1788,19,50,40,59,5.0,0
1789,20,47,44,78,5.6,1
1790,21,60,54,40,5.8,1
1791,19,67,79,81,1.5,1
1792,24,50,90,43,5.0,1
1793,24,99,37,56,3.4,1
1794,21,51,72,40,5.6,1
1795,17,59,85,98,6.4,1
1796,25,44,56,91,7.0,1
1797,25,84,86,69,3.1,1
1798,20,55,62,36,1.5,1
1799,25,68,73,63,3.6,1
1800,21,50,56,63,5.7,1
1801,17,72,40,53,4.3,1
1802,21,69,41,66,7.4,1
1803,20,35,79,82,4.3,1
1804,22,68,52,87,0.7,1
1805,21,42,36,80,2.6,1
1806,20,70,57,67,5.8,1
1807,17,48,83,67,4.3,1
1808,25,91,63,76,1.6,1
1809,21,85,54,92,1.6,1
1810,20,90,82,53,5.8,1
1811,24,58,93,58,0.7,1
1812,19,97,58,71,1.5,1
1813,17,57,85,59,2.5,1
1814,18,89,66,93,1.1,1
1815,23,52,36,47,0.8,0
1816,23,49,36,40,3.1,0
1817,19,45,69,53,2.0,1
1818,17,36,48,78,6.3,1
1819,18,96,91,55,1.6,1
1820,21,54,66,42,2.7,1
1821,25,50,37,40,5.5,0
1822,18,48,100,88,4.4,1
1823,19,63,38,64,0.0,1
1824,23,80,71,63,3.1,1
1825,23,49,97,56,5.5,1
1826,18,71,80,44,1.8,1
1827,22,45,40,54,0.9,0
1828,19,77,58,89,3.4,1
1829,19,73,71,79,7.1,1
1830,18,98,82,68,2.2,1
1831,18,54,53,75,6.3,1
1832,19,96,43,49,3.1,1
1833,23,70,53,46,7.7,1
1834,22,58,84,80,8.0,1
1835,22,96,87,77,4.0,1
1836,19,66,84,88,6.4,1
1837,25,98,64,84,4.0,1
1838,18,88,63,46,4.6,1
1839,20,61,37,81,2.9,1
1840,25,52,49,42,3.8,0
1841,22,52,72,93,2.9,1
1842,19,88,66,61,6.7,1
1843,20,52,50,53,0.4,1
1844,23,89,82,41,5.9,1
1845,18,44,96,55,5.3,1
1846,17,53,45,66,1.2,1
1847,18,88,54,58,0.1,1
1848,24,73,95,87,5.9,1
1849,22,36,71,49,3.6,1
1850,19,39,57,99,0.5,1
1851,19,89,93,68,0.1,1
1852,25,64,89,55,2.4,1
1853,21,83,51,62,7.8,1
1854,23,63,85,58,5.0,1
1855,25,44,94,96,4.8,1
1856,22,86,83,56,5.2,1
1857,17,89,59,69,6.4,1
1858,18,81,77,38,0.8,1
1859,20,48,43,62,2.3,1
1860,17,74,59,60,6.1,1
1861,17,45,40,96,1.9,1
1862,17,46,74,36,0.4,1
1863,22,85,99,59,6.0,1
1864,22,80,51,47,6.0,1
1865,22,99,47,99,3.3,1
1866,19,83,96,39,0.2,1
1867,21,94,45,46,1.3,1
1868,20,53,55,99,7.1,1
1869,25,78,92,51,7.9,1
1870,22,90,40,84,2.3,1
1871,20,44,54,98,1.7,1
1872,18,53,74,46,6.4,1
1873,24,75,56,72,0.8,1
1874,19,81,80,46,0.5,1
1875,18,93,68,95,1.4,1
1876,21,91,52,50,6.1,1
1877,24,71,86,87,0.3,1
1878,19,100,75,82,3.5,1
1879,18,99,92,68,5.5,1
1880,17,42,66,36,5.0,0
1881,19,72,83,55,6.8,1
1882,23,63,84,94,6.8,1
1883,18,94,94,48,2.8,1
1884,18,48,85,90,1.4,1
1885,20,43,75,78,3.2,1
1886,24,95,49,70,1.7,1
1887,24,54,95,53,0.3,1
1888,20,39,83,42,2.6,1
1889,22,95,62,41,6.3,1
1890,20,89,69,67,6.9,1
1891,19,43,70,86,0.7,1
1892,18,92,88,62,2.4,1
1893,21,41,46,89,1.5,1
1894,22,73,56,60,7.7,1
1895,22,96,95,55,7.5,1
1896,23,84,36,60,2.8,1
1897,18,53,76,75,5.8,1
1898,17,93,53,98,1.2,1
1899,22,87,68,35,0.9,1
1900,24,51,92,47,7.5,1
1901,17,59,88,56,1.7,1
1902,23,61,59,36,1.7,1
1903,22,37,73,74,6.5,1
1904,25,50,98,93,6.6,1
1905,23,80,89,77,3.3,1
1906,18,93,89,82,7.4,1
1907,19,55,90,83,4.4,1
1908,21,90,71,47,6.8,1
1909,18,48,46,37,6.4,0
1910,23,47,91,99,0.8,1
1911,17,88,62,63,5.3,1
1912,24,49,60,95,4.4,1
1913,18,94,87,85,2.8,1
1914,17,63,99,71,7.5,1
1915,21,68,74,88,7.0,1
1916,20,88,39,36,0.0,1
1917,17,82,75,77,1.2,1
1918,19,90,65,85,7.7,1
1919,20,85,41,89,4.9,1
1920,19,84,57,86,7.5,1
1921,22,90,64,47,4.1,1
1922,19,85,68,55,4.0,1
1923,22,46,38,90,1.6,1
1924,17,54,38,45,5.0,0
1925,23,51,93,80,0.2,1
1926,19,63,73,59,1.9,1
1927,25,83,68,41,6.7,1
1928,21,53,37,48,0.7,0
1929,18,50,48,53,3.7,1
1930,21,58,46,44,2.1,0
1931,24,61,85,47,6.8,1
1932,24,87,44,97,6.4,1
1933,18,88,83,75,1.7,1
1934,24,58,73,36,6.5,1
1935,19,39,50,78,5.3,1
1936,22,35,55,67,3.9,1
1937,18,38,37,100,1.5,1
1938,19,81,49,62,1.7,1
1939,17,63,45,51,2.6,1
1940,21,60,46,79,2.2,1
1941,25,94,98,90,5.2,1
1942,25,59,67,57,7.6,1
1943,20,70,85,48,5.5,1
1944,21,61,97,90,1.3,1
1945,24,69,75,48,3.4,1
1946,23,80,82,43,3.4,1
1947,24,39,100,67,1.3,1
1948,23,80,85,38,2.3,1
1949,18,76,89,58,1.4,1
1950,22,62,82,82,2.0,1
1951,19,50,36,75,6.2,1
1952,17,62,94,76,5.7,1
1953,20,84,71,62,4.5,1
1954,25,70,44,88,1.7,1
1955,23,75,60,60,2.5,1
1956,17,98,40,70,6.4,1
1957,23,92,56,76,1.0,1
1958,23,37,71,37,1.9,0
1959,17,71,51,86,7.3,1
1960,17,40,78,37,7.2,1
1961,18,88,73,70,3.8,1
1962,22,86,45,75,6.0,1
1963,24,85,73,93,4.9,1
1964,24,50,82,48,6.8,1
1965,17,36,52,48,1.8,0
1966,22,90,63,56,6.9,1
1967,18,82,35,41,1.5,1
1968,21,40,49,41,7.1,0
1969,21,77,83,69,0.6,1
1970,19,93,50,51,7.4,1
1971,22,87,92,50,6.9,1
1972,25,96,97,70,4.2,1
1973,22,96,63,46,6.2,1
1974,21,45,80,66,6.1,1
1975,20,44,98,42,5.6,1
1976,20,62,94,84,0.1,1
1977,20,78,61,100,3.9,1
1978,22,74,93,54,6.1,1
1979,25,51,63,81,0.8,1
1980,23,100,60,86,7.8,1
1981,20,89,56,74,0.5,1
1982,18,48,49,65,1.2,1
1983,17,58,69,38,7.2,1
1984,24,92,80,68,5.3,1
1985,18,45,80,90,7.4,1
1986,20,99,90,100,1.2,1
1987,22,69,82,47,0.4,1
1988,17,89,59,72,5.2,1
1989,20,70,98,90,3.2,1
1990,18,66,49,63,5.4,1
1991,18,39,69,65,0.4,1
1992,18,70,63,86,4.3,1
1993,23,63,69,98,3.1,1
1994,20,61,79,71,1.4,1
1995,21,47,58,99,5.9,1
1996,24,65,56,75,5.9,1
1997,18,77,93,53,1.3,1
1998,17,89,77,37,5.3,1
1999,19,44,56,36,7.8,0
2000,22,35,97,66,7.8,1
2001,24,37,72,64,0.9,1
2002,25,53,47,47,4.0,0
2003,21,77,92,97,6.4,1
2004,22,67,97,67,7.9,1
2005,22,80,73,77,3.7,1
2006,25,96,49,69,6.2,1
2007,25,37,53,87,5.8,1
2008,20,53,80,98,5.3,1
2009,17,90,81,61,2.0,1
2010,18,83,48,70,1.6,1
2011,25,92,57,68,7.2,1
2012,22,85,88,70,7.1,1
2013,21,78,50,90,1.5,1
2014,24,79,71,49,4.5,1
2015,17,53,94,54,4.0,1
2016,25,55,73,97,7.7,1
2017,21,72,36,93,0.5,1
2018,17,50,41,97,1.7,1
2019,21,80,35,41,0.0,1
2020,21,71,99,54,1.1,1
2021,18,53,60,90,5.7,1
2022,18,39,95,80,2.3,1
2023,20,84,89,86,6.5,1
2024,18,73,74,57,7.1,1
2025,23,76,52,60,5.4,1
2026,21,60,73,74,1.1,1
2027,18,94,58,83,2.4,1
2028,23,91,75,99,0.8,1
2029,22,89,94,88,3.7,1
2030,23,38,88,46,3.7,1
2031,19,73,66,100,4.9,1
2032,22,72,41,85,1.0,1
2033,19,35,94,93,3.2,1
2034,17,69,48,77,0.7,1
2035,18,96,77,42,6.6,1
2036,18,100,41,61,5.9,1
2037,25,98,52,63,1.2,1
2038,19,74,35,97,2.4,1
2039,20,35,54,50,0.9,0
2040,25,61,48,95,0.8,1
2041,17,91,85,42,6.7,1
2042,18,96,58,65,2.4,1
2043,25,91,50,90,2.1,1
2044,19,58,53,65,5.1,1
2045,19,60,95,96,4.1,1
2046,21,47,98,82,2.3,1
2047,21,48,94,88,3.1,1
2048,23,71,93,50,1.2,1
2049,23,73,39,91,0.1,1
2050,17,80,52,94,7.3,1
2051,24,55,80,99,2.2,1
2052,25,84,100,43,1.7,1
2053,19,80,78,93,5.2,1
2054,19,73,85,43,2.2,1
2055,24,95,58,99,3.0,1
2056,25,76,79,86,2.1,1
2057,18,55,64,47,0.4,1
2058,18,95,76,64,4.0,1
2059,20,57,84,88,0.8,1
2060,18,67,49,39,0.5,1
2061,18,82,38,57,3.5,1
2062,22,92,83,52,0.9,1
2063,25,67,97,91,1.6,1
2064,21,55,90,59,1.8,1
2065,18,47,61,39,4.7,0
2066,19,81,87,44,7.1,1
2067,22,98,59,61,1.5,1
2068,24,80,52,43,4.0,1
2069,24,83,44,45,3.4,1
2070,19,73,47,50,6.3,1
2071,24,77,37,63,1.8,1
2072,21,67,84,80,7.4,1
2073,18,55,71,44,7.0,1
2074,25,99,74,86,4.6,1
2075,17,49,95,68,4.4,1
2076,17,88,68,60,0.3,1
2077,22,42,52,61,7.1,1
2078,25,77,42,65,6.5,1
2079,24,39,79,44,0.6,1
2080,23,45,96,51,4.8,1
2081,21,48,39,98,5.8,1
2082,25,79,90,96,1.8,1
2083,21,64,37,42,6.3,0
2084,17,60,83,37,6.2,1
2085,25,84,83,51,3.9,1
2086,23,52,49,91,5.6,1
2087,18,82,80,59,7.2,1
2088,22,42,65,64,3.5,1
2089,18,64,87,40,4.7,1
2090,17,66,42,44,7.0,1
2091,17,58,71,40,1.0,1
2092,22,66,72,51,2.8,1
2093,23,50,44,44,3.8,0
2094,21,61,98,80,7.5,1
2095,20,73,81,72,3.5,1
2096,20,69,75,99,4.2,1
2097,18,87,97,70,0.4,1
2098,18,52,64,74,1.6,1
2099,25,82,53,39,1.7,1
2100,20,93,49,37,5.6,1
2101,24,69,70,84,6.7,1
2102,21,45,42,70,6.6,1
2103,23,83,84,91,4.0,1
2104,17,83,58,90,1.8,1
2105,25,74,39,79,0.4,1
2106,17,78,68,62,7.3,1
2107,17,90,89,42,2.7,1
2108,18,71,94,89,4.4,1
2109,25,83,94,65,2.1,1
2110,19,70,70,45,7.3,1
2111,20,72,78,85,6.2,1
2112,17,81,69,67,4.9,1
2113,17,76,68,57,1.0,1
2114,24,91,36,94,3.7,1
2115,17,96,62,87,7.7,1
2116,17,45,70,75,4.6,1
2117,18,68,70,68,3.5,1
2118,24,57,53,41,1.0,1
2119,20,39,58,99,0.9,1
2120,24,40,64,42,4.6,0
2121,21,37,80,40,7.8,1
2122,20,44,99,91,2.8,1
2123,18,65,61,76,4.1,1
2124,22,88,44,89,6.6,1
2125,21,76,81,77,1.1,1
2126,23,82,95,72,7.2,1
2127,17,40,72,54,1.3,1
2128,17,62,75,100,0.8,1
2129,25,79,62,83,6.3,1
2130,17,54,83,45,5.3,1
2131,18,63,99,88,7.7,1
2132,25,41,95,91,5.9,1
2133,22,72,66,77,2.2,1
2134,20,81,64,93,6.4,1
2135,22,49,65,91,6.0,1
2136,23,80,99,44,2.9,1
2137,22,64,92,88,5.2,1
2138,20,51,66,87,4.6,1
2139,19,71,78,75,4.8,1
2140,18,88,99,53,0.7,1
2141,24,60,58,93,5.1,1
2142,17,88,68,95,1.3,1
2143,18,39,90,38,1.0,1
2144,19,51,100,84,7.9,1
2145,23,86,65,72,2.8,1
2146,18,78,48,40,2.7,1
2147,18,80,92,87,5.9,1
2148,24,90,72,96,5.9,1
2149,19,100,45,54,5.9,1
2150,17,82,93,83,4.7,1
2151,22,100,70,47,3.5,1
2152,20,78,41,100,2.4,1
2153,23,84,75,57,2.3,1
2154,19,61,90,70,0.3,1
2155,22,71,56,50,0.8,1
2156,21,91,63,56,2.2,1
2157,21,68,48,64,7.5,1
2158,21,61,100,56,1.1,1
2159,17,40,59,35,4.8,0
2160,24,38,82,61,6.7,1
2161,21,89,91,51,7.5,1
2162,24,49,50,91,2.4,1
2163,23,46,52,70,3.9,1
2164,18,45,63,44,7.7,1
2165,22,77,70,93,1.3,1
2166,25,44,75,39,5.4,1
2167,23,75,59,39,0.8,1
2168,17,83,63,60,2.0,1
2169,21,97,58,98,3.8,1
2170,21,46,62,35,1.1,0
2171,23,61,57,39,0.5,1
2172,23,83,65,79,5.5,1
2173,24,58,73,64,4.2,1
2174,21,97,85,80,5.3,1
2175,25,47,63,49,3.8,1
2176,21,92,76,66,3.4,1
2177,23,94,75,49,0.9,1
2178,22,51,96,97,5.6,1
2179,23,38,72,69,5.5,1
2180,25,87,42,76,1.7,1
2181,21,87,85,91,5.4,1
2182,23,41,69,97,3.2,1
2183,20,40,74,92,2.7,1
2184,23,56,61,49,1.8,1
2185,22,37,37,83,1.0,1
2186,18,77,80,43,6.2,1
2187,17,81,60,55,4.1,1
2188,25,64,72,55,3.2,1
2189,22,62,66,36,2.7,1
2190,17,48,99,85,6.8,1
2191,24,71,73,38,0.3,1
2192,20,66,39,69,5.1,1
2193,18,83,86,51,6.5,1
2194,21,44,44,99,6.9,1
2195,23,54,47,85,0.2,1
2196,20,74,76,89,6.7,1
2197,25,73,70,93,5.9,1
2198,20,95,83,72,0.8,1
2199,23,87,70,96,0.7,1
2200,21,99,66,83,7.3,1
2201,17,85,82,48,7.9,1
2202,24,38,85,64,1.8,1
2203,24,48,74,77,3.0,1
2204,19,45,47,56,6.5,0
2205,20,97,66,45,6.9,1
2206,19,95,64,42,3.2,1
2207,24,74,78,54,2.0,1
2208,17,87,35,69,2.6,1
2209,20,97,98,75,6.0,1
2210,20,96,100,45,2.6,1
2211,18,44,83,51,3.4,1
2212,17,50,56,60,1.3,1
2213,24,49,39,89,7.0,1
2214,24,97,52,88,1.4,1
2215,23,50,90,72,0.1,1
2216,21,82,56,53,4.2,1
2217,21,61,82,67,4.2,1
2218,24,77,52,56,3.7,1
2219,25,95,36,75,5.7,1
2220,23,95,43,35,1.4,1
2221,21,60,47,93,5.6,1
2222,22,94,55,43,0.8,1
2223,22,63,79,36,5.1,1
2224,20,89,74,82,2.2,1
2225,23,60,44,54,7.5,1
2226,18,70,57,68,5.8,1
2227,18,84,77,70,1.0,1
2228,24,35,64,62,1.7,1
2229,18,53,53,56,7.4,1
2230,24,76,44,41,7.0,1
2231,19,91,89,95,4.1,1
2232,22,50,65,85,2.4,1
2233,23,95,80,74,6.2,1
2234,25,45,62,56,2.5,1
2235,21,90,91,97,5.7,1
2236,21,90,79,57,5.5,1
2237,17,94,79,89,6.9,1
2238,20,59,83,82,4.9,1
2239,19,36,60,91,7.5,1
2240,22,35,74,77,4.2,1
2241,18,67,99,36,7.3,1
2242,21,70,96,85,0.3,1
2243,17,67,70,42,8.0,1
2244,17,95,93,97,6.9,1
2245,19,48,39,82,3.8,1
2246,17,54,57,51,4.9,1
2247,18,50,42,91,3.4,1
2248,17,70,59,37,2.5,1
2249,22,75,56,81,6.7,1
2250,25,86,88,42,0.1,1
2251,18,99,53,69,1.5,1
2252,18,40,70,60,1.4,1
2253,25,35,74,70,3.3,1
2254,25,78,94,46,2.8,1
2255,24,46,58,46,0.7,1
2256,19,37,56,36,2.5,0
2257,20,93,45,66,5.1,1
2258,21,59,51,74,6.7,1
2259,17,71,57,70,3.0,1
2260,19,87,63,59,4.5,1
2261,21,57,72,68,7.1,1
2262,24,97,80,81,2.1,1
2263,22,92,56,39,6.2,1
2264,23,61,90,79,1.2,1
2265,21,99,69,46,1.7,1
2266,25,68,62,94,6.2,1
2267,21,49,58,95,0.3,1
2268,19,76,82,83,3.7,1
2269,17,48,80,36,2.6,1
2270,19,77,78,47,3.4,1
2271,19,74,55,94,7.3,1
2272,25,37,91,93,1.5,1
2273,23,95,66,67,5.8,1
2274,22,96,86,73,4.8,1
2275,17,64,99,48,7.8,1
2276,23,69,86,38,3.4,1
2277,19,73,60,52,4.1,1
2278,19,41,46,74,5.3,1
2279,19,93,85,56,6.4,1
2280,24,53,60,57,0.0,1
2281,21,58,65,61,2.5,1
2282,23,66,54,82,0.7,1
2283,17,79,47,95,3.8,1
2284,25,62,95,83,5.5,1
2285,24,47,84,51,5.6,1
2286,22,52,86,76,6.1,1
2287,21,89,85,44,6.6,1
2288,22,38,63,57,3.9,1
2289,20,78,99,35,3.0,1
2290,23,64,52,98,7.3,1
2291,20,73,90,46,0.4,1
2292,22,58,89,54,3.1,1
2293,21,96,39,68,2.5,1
2294,23,85,48,94,1.4,1
2295,18,47,86,36,2.8,1
2296,19,99,84,93,2.6,1
2297,17,86,89,41,3.9,1
2298,21,49,92,99,3.4,1
2299,22,77,81,49,6.2,1
2300,19,84,45,54,7.8,1
2301,17,68,60,100,2.7,1
2302,24,94,71,40,3.5,1
2303,18,93,81,41,6.9,1
2304,22,78,72,38,2.0,1
2305,25,72,80,88,2.1,1
2306,17,73,39,49,3.6,1
2307,22,85,66,57,5.9,1
2308,18,51,53,98,4.3,1
2309,23,79,93,66,7.1,1
2310,25,40,44,76,4.6,1
2311,22,47,83,100,0.3,1
2312,18,73,89,86,2.7,1
2313,17,67,45,90,1.5,1
2314,18,68,73,100,6.3,1
2315,25,66,41,82,6.8,1
2316,24,90,70,58,1.7,1
2317,21,40,86,58,4.0,1
2318,21,87,61,37,2.2,1
2319,23,70,69,94,5.3,1
2320,22,63,37,76,0.8,1
2321,20,71,93,88,0.5,1
2322,22,95,36,78,4.3,1
2323,22,91,54,94,2.6,1
2324,24,56,84,67,1.7,1
2325,23,45,97,79,0.3,1
2326,18,82,73,72,1.7,1
2327,22,94,38,54,3.6,1
2328,19,90,88,37,5.0,1
2329,21,97,65,83,4.5,1
2330,25,50,47,85,1.1,1
2331,20,49,72,57,1.7,1
2332,19,86,87,80,6.1,1
2333,20,70,75,81,3.3,1
2334,18,75,99,85,5.3,1
2335,20,98,94,71,6.9,1
2336,24,57,86,71,1.3,1
2337,17,77,94,57,4.3,1
2338,18,88,88,87,3.1,1
2339,20,63,52,99,5.1,1
2340,18,87,37,76,4.8,1
2341,20,95,46,82,1.3,1
2342,17,84,100,59,5.9,1
2343,19,65,57,95,3.7,1
2344,20,72,43,38,2.6,1
2345,20,93,66,91,4.6,1
2346,20,94,99,49,6.4,1
2347,22,55,66,94,7.0,1
2348,18,39,87,95,0.1,1
2349,23,88,68,50,0.6,1
2350,25,91,96,42,5.7,1
2351,21,40,81,86,6.5,1
2352,25,91,89,50,5.0,1
2353,18,68,49,56,1.2,1
2354,22,78,53,66,3.3,1
2355,24,47,77,44,1.7,1
2356,24,97,66,68,7.2,1
2357,22,91,77,92,2.4,1
2358,21,39,52,53,4.5,0
2359,25,63,82,81,2.3,1
2360,21,55,74,95,2.5,1
2361,24,54,51,53,5.4,1
2362,21,67,64,38,6.9,1
2363,20,53,36,68,4.7,1
2364,22,86,96,56,5.8,1
2365,22,99,75,82,5.2,1
2366,23,97,56,96,6.9,1
2367,19,83,36,43,3.9,1
2368,22,61,63,54,1.8,1
2369,21,50,60,80,4.9,1
2370,24,36,64,60,3.7,1
2371,22,86,47,77,5.3,1
2372,25,45,42,92,0.5,1
2373,25,67,58,66,2.0,1
2374,20,93,57,40,5.5,1
2375,21,46,59,43,4.4,0
2376,19,42,61,64,4.2,1
2377,20,96,94,47,4.7,1
2378,25,41,75,44,7.1,1
2379,20,91,45,95,3.8,1
2380,20,62,97,73,0.8,1
2381,17,49,91,59,4.7,1
2382,24,67,87,69,7.9,1
2383,24,77,99,96,5.0,1
2384,25,73,68,66,2.3,1
2385,22,99,74,91,2.2,1
2386,18,58,97,35,7.8,1
2387,22,100,95,98,7.1,1
2388,19,90,73,47,1.4,1
2389,24,58,59,48,2.7,1
2390,20,99,74,75,1.7,1
2391,25,73,61,54,3.8,1
2392,22,85,56,55,1.3,1
2393,19,95,88,69,2.6,1
2394,20,95,73,82,7.5,1
2395,19,80,75,92,2.4,1
2396,21,85,88,35,3.4,1
2397,23,87,80,52,0.4,1
2398,24,37,60,61,6.1,1
2399,21,82,38,76,2.4,1
2400,23,76,60,62,6.3,1
2401,25,70,48,44,3.5,1
2402,20,96,95,40,1.3,1
2403,23,97,66,70,5.5,1
2404,23,42,78,70,0.5,1
2405,25,71,49,95,3.0,1
2406,19,44,76,87,7.0,1
2407,19,73,60,46,7.0,1
2408,24,68,72,37,2.0,1
2409,19,43,75,81,6.2,1
2410,24,62,58,76,6.0,1
2411,24,81,77,60,1.8,1
2412,21,37,52,50,2.0,0
2413,23,97,41,42,3.4,1
2414,25,90,39,99,3.0,1
2415,22,97,71,77,6.3,1
2416,18,46,49,55,5.9,1
2417,25,46,94,59,6.8,1
2418,18,90,70,94,6.1,1
2419,24,54,77,44,7.1,1
2420,19,78,93,90,5.2,1
2421,17,72,35,84,3.2,1
2422,17,76,89,54,0.1,1
2423,21,76,93,60,6.8,1
2424,22,54,59,53,7.1,1
2425,20,47,38,40,2.5,0
2426,19,43,76,75,4.3,1
2427,20,60,73,55,5.3,1
2428,23,64,62,80,7.9,1
2429,17,91,50,83,1.1,1
2430,17,61,83,41,3.6,1
2431,24,60,61,83,3.5,1
2432,18,57,99,50,0.7,1
2433,19,50,97,80,6.1,1
2434,22,61,46,99,3.3,1
2435,22,100,49,93,3.8,1
2436,17,88,86,47,0.1,1
2437,22,74,43,90,2.9,1
2438,21,45,84,95,1.8,1
2439,17,70,76,40,7.6,1
2440,19,57,36,51,6.8,0
2441,25,95,39,42,1.2,1
2442,20,72,82,88,6.9,1
2443,19,57,54,58,3.4,1
2444,22,49,55,38,7.0,0
2445,24,86,82,68,1.6,1
2446,22,38,77,38,0.2,1
2447,24,53,87,40,0.3,1
2448,25,56,55,47,3.0,1
2449,17,63,46,88,2.8,1
2450,18,95,94,88,0.9,1
2451,25,35,74,95,3.5,1
2452,24,67,51,76,7.2,1
2453,25,47,96,98,2.9,1
2454,20,100,51,53,1.0,1
2455,20,47,86,71,5.3,1
2456,18,67,58,73,2.0,1
2457,22,94,69,51,5.7,1
2458,22,53,39,84,3.4,1
2459,17,58,36,53,6.4,0
2460,17,65,55,85,6.7,1
2461,22,96,96,79,0.1,1
2462,20,86,92,62,5.0,1
2463,24,91,50,70,5.0,1
2464,25,78,58,67,7.4,1
2465,22,97,93,47,6.5,1
2466,22,68,43,81,6.1,1
2467,23,51,47,64,5.1,1
2468,24,50,72,51,6.6,1
2469,22,90,45,99,2.5,1
2470,19,100,59,53,3.2,1
2471,20,60,80,54,6.2,1
2472,25,81,64,56,4.2,1
2473,22,56,63,54,1.3,1
2474,25,89,60,70,7.5,1
2475,17,86,72,84,7.7,1
2476,25,95,94,76,7.8,1
2477,19,73,35,44,5.8,1
2478,21,74,61,43,5.7,1
2479,17,52,53,96,6.0,1
2480,19,66,85,55,6.1,1
2481,23,59,66,79,3.1,1
2482,18,70,52,86,1.8,1
2483,18,54,61,91,5.8,1
2484,19,76,36,50,5.4,1
2485,25,48,95,64,2.5,1
2486,24,50,93,54,2.4,1
2487,18,78,69,40,7.0,1
2488,23,67,49,94,6.7,1
2489,23,97,72,63,4.7,1
2490,25,81,65,98,0.8,1
2491,23,48,70,70,3.4,1
2492,21,77,88,67,5.1,1
2493,22,47,97,66,0.7,1
2494,24,90,69,48,1.8,1
2495,24,83,83,40,4.5,1
2496,18,47,47,50,4.7,0
2497,20,88,85,40,2.9,1
2498,22,91,93,39,5.2,1
2499,23,90,38,62,6.5,1
2500,19,77,47,72,0.2,1
2501,23,93,67,80,6.4,1
2502,22,66,70,92,2.8,1
2503,17,68,55,61,2.6,1
2504,25,76,86,79,6.2,1
2505,19,46,77,80,6.8,1
2506,25,64,75,74,5.9,1
2507,18,46,86,75,7.3,1
2508,24,83,60,68,5.1,1
2509,24,91,81,55,2.8,1
2510,19,49,59,74,2.6,1
2511,25,72,57,85,5.6,1
2512,18,46,86,68,1.6,1
2513,19,80,85,52,5.7,1
2514,23,72,45,76,0.8,1
2515,20,40,66,54,3.5,1
2516,21,63,63,66,0.2,1
2517,20,62,53,36,3.5,1
2518,21,37,96,91,1.9,1
